title,price,location_city,location_state,id,url,photo_url,miles
"Razors scooters","$5","Escondido","CA","697109686136760","https://www.facebook.com/marketplace/item/697109686136760","https://scontent-lax3-1.xx.fbcdn.net/v/t45.5328-4/497942441_720957646931196_5837204537288755677_n.jpg?stp=c0.152.261.261a_dst-jpg_p261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=247b10&_nc_ohc=063ADZ1v7HUQ7kNvwFtZrNP&_nc_oc=AdlfGj2PoMD29BzI9sE66OC-9LdKSkpHB_HB5T4mWd7oxY-k4Mtz0sXCm3zAZQtoOFF72scc01_7uK8sa-jOUtae&_nc_zt=23&_nc_ht=scontent-lax3-1.xx&_nc_gid=yzKoQpQbEXyDvj4wz816Mg&oh=00_AfRIAat6T1YNvLJSNDPCNjmp0ZTjpFpsSQEDoDGqyaX5mg&oe=6891060E","N/A"
"Electric bicycles, electric scooters and various batteries for sale","$20","Murrieta","CA","750799850981048","https://www.facebook.com/marketplace/item/750799850981048","https://scontent-lax3-2.xx.fbcdn.net/v/t45.5328-4/505989346_1262858375290476_3690737647466994756_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=100&ccb=1-7&_nc_sid=247b10&_nc_ohc=oFtVMvS63dYQ7kNvwG0gMYo&_nc_oc=Adm_t7feh2vBf4RJ_gveqKkMaiZSXSgCDToKdzBu92OHO-i4gHD9UFo_uqqwFRxMkZaT3QSrdZO68LwbQZBhiIf_&_nc_zt=23&_nc_ht=scontent-lax3-2.xx&_nc_gid=yzKoQpQbEXyDvj4wz816Mg&oh=00_AfRMwQq4PZS3TO8z3MWo70n_VD4P9yGv6Gcyd_7x38yetQ&oe=68911EA6","N/A"
"Razor A5 Air Kick Scooter","$75","Escondido","CA","1352213055873809","https://www.facebook.com/marketplace/item/1352213055873809","https://scontent-lax3-2.xx.fbcdn.net/v/t45.5328-4/520724511_1054376860239175_8998070929929572497_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=101&ccb=1-7&_nc_sid=247b10&_nc_ohc=7EWSvoZC47IQ7kNvwFQBy80&_nc_oc=Adny-txIvztsc0-eUl9iI0MS3-fgCANjxDQVppLFMZP6eEzXky9h9i_9J3TCb-tel8W1vLlvIqmfAXbaFnMN6F0O&_nc_zt=23&_nc_ht=scontent-lax3-2.xx&_nc_gid=yzKoQpQbEXyDvj4wz816Mg&oh=00_AfStQHpGXwVSJXKZ6-uE0YKZ-I_Zc1a0WD5wqHBbFQMdIg&oe=68912C6C","N/A"
"60V dual drive foldable scooter adult high power off-road scooter","$100","Hemet","CA","549530914308587","https://www.facebook.com/marketplace/item/549530914308587","https://scontent-lax3-2.xx.fbcdn.net/v/t45.5328-4/452122645_822173679872796_3288420025542352464_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=103&ccb=1-7&_nc_sid=247b10&_nc_ohc=IgtnNt1TzyEQ7kNvwHpzRpR&_nc_oc=AdlovmLdKiU2O_NzssNi4G7c0i9XAUg9OT-zF6DCdOtaScOKHlUcP-iuLn-3epgv1FYW4_LPGiD7Sfw0A1rO2Rxk&_nc_zt=23&_nc_ht=scontent-lax3-2.xx&_nc_gid=yzKoQpQbEXyDvj4wz816Mg&oh=00_AfREpeyQTmA9JZp0nK36I5mhGZFocpxlygIOMgTOu4PVgg&oe=689116D3","N/A"
"Vega 2 in 1 scooter/bike","$50","Escondido","CA","2082969962193108","https://www.facebook.com/marketplace/item/2082969962193108","https://scontent-lax3-2.xx.fbcdn.net/v/t45.5328-4/473216542_1825726754924095_2843231305303617098_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=107&ccb=1-7&_nc_sid=247b10&_nc_ohc=sRUSq7-OSTsQ7kNvwE7p1cH&_nc_oc=AdkFf8x8-NHeK28uSykDW-cLJkzdG_JeV8K6rBH6OEMitAFMNNZml0Wfl2gzgcYQ6tH2YAM5QMXn8i08pQvq7YsJ&_nc_zt=23&_nc_ht=scontent-lax3-2.xx&_nc_gid=8iePOELBsIWrHZWpmJMlkg&oh=00_AfRo9-GXEcxEWYVsukAbs13tImZ6RIioN2Ib98A4y7Ao_Q&oe=6891133E","N/A"
"Scooter","$100","Chula Vista","CA","2118173058626722","https://www.facebook.com/marketplace/item/2118173058626722","https://scontent-lax3-1.xx.fbcdn.net/v/t45.5328-4/502951682_707076231693548_5128851363027971719_n.jpg?stp=c0.151.261.261a_dst-jpg_p261x260_tt6&_nc_cat=102&ccb=1-7&_nc_sid=247b10&_nc_ohc=LwcLzPSE4tcQ7kNvwEIrviP&_nc_oc=AdkSj0ANvjW8M9H5anrATOBoHVLGD2IHK8l32UlOvc4t426LINWVeQpelFcDauNZ1ujkrTSMZ0G6SDUpXfnFrFUx&_nc_zt=23&_nc_ht=scontent-lax3-1.xx&_nc_gid=VrksCYV4pN1d8D51JXkzZg&oh=00_AfSApS6i8YONbQTsdqO2GOY0Yn9Or2pq6ED7gBtRjOG7Dg&oe=6891231F","N/A"
"Razor electric scooter","$100","Vista","CA","623506264189664","https://www.facebook.com/marketplace/item/623506264189664","https://scontent-lax3-1.xx.fbcdn.net/v/t45.5328-4/504450247_1479963582992715_1841015485801503838_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=108&ccb=1-7&_nc_sid=247b10&_nc_ohc=oTniWp_vh2kQ7kNvwHrewbV&_nc_oc=AdkmP5dn_dFNOVZgTd5vvIeyFDiiQWBSkJ5ZDj4GI9Cpr3pRGJ_lZb4geZ6m6AYJrXeAdF0v18eej11MH3_N-dZ1&_nc_zt=23&_nc_ht=scontent-lax3-1.xx&_nc_gid=8iePOELBsIWrHZWpmJMlkg&oh=00_AfTbMxVLaARdfcF-kxN6W1X_RkUfeg-fsFCP0UMzkE9_7A&oe=68912BBD","N/A"
"Electric Scooter","$40","El Cajon","CA","686378514039307","https://www.facebook.com/marketplace/item/686378514039307","https://scontent-lax3-2.xx.fbcdn.net/v/t45.5328-4/491750435_1877035816378597_7266066606624317627_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=106&ccb=1-7&_nc_sid=247b10&_nc_ohc=Uw0YdP5EjxkQ7kNvwEU40h0&_nc_oc=AdlMQKPilcjotz7IeZUHcfK9A85T59ngE1vfAu8yNp7U8EWfLm4WSWx44qX32IzgRGVB4jJAYc0TYjG9Brcza5TD&_nc_zt=23&_nc_ht=scontent-lax3-2.xx&_nc_gid=8iePOELBsIWrHZWpmJMlkg&oh=00_AfSkdIMnbXyv9ekWSmFN0NPS4M5gbmHZBR_FXdMWtF8hIQ&oe=6891108E","N/A"
"Pro scooter","$100","El Cajon","CA","584475270690368","https://www.facebook.com/marketplace/item/584475270690368","https://scontent-lax3-2.xx.fbcdn.net/v/t45.5328-4/466599956_542135925369178_483365886938347700_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=103&ccb=1-7&_nc_sid=247b10&_nc_ohc=-ZDCy3lKRqwQ7kNvwE9mmXZ&_nc_oc=AdnkNUc-oNwmoKllb6oOIbswrmRNZL9byP52OxGGTxAKTpPrD87ko5bbTuXKaHzkabrv4BsTlt5iemI3mXLMwuk7&_nc_zt=23&_nc_ht=scontent-lax3-2.xx&_nc_gid=8iePOELBsIWrHZWpmJMlkg&oh=00_AfQk03n5oyVdRK7Vi93dxNI9RSRF4g9kW24Y4akyx-3_xA&oe=689121BB","N/A"
"Electric scooter ( repair ) tires","$45","Spring Valley","CA","872969221384102","https://www.facebook.com/marketplace/item/872969221384102","https://scontent-lax3-2.xx.fbcdn.net/v/t45.5328-4/449374584_850867150219241_3670140231933802647_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=101&ccb=1-7&_nc_sid=247b10&_nc_ohc=HtmALWB0xlcQ7kNvwGKLKfU&_nc_oc=AdljQq_KDmyPWRim9SDGzKLN-5qCB6HvIOsoo9_IrAeziHdkz4cqJ2nN9ufPkIP1AGZVAl9m5lSMLnEyVzYGK1rw&_nc_zt=23&_nc_ht=scontent-lax3-2.xx&_nc_gid=5KVxBeVqWcG5kZQFJYD0yA&oh=00_AfS0E-g50fp9qtwAx1KS6Rsplg7Hpm2KKBFHWjlwqGK3IQ&oe=689137BF","N/A"
"Wadan Kick Scooter , LED Light-Up Wheels & 4 Adjustable Heights for age 2-6 Year","$10","El Cajon","CA","1814337022838889","https://www.facebook.com/marketplace/item/1814337022838889","https://scontent-lax3-2.xx.fbcdn.net/v/t45.5328-4/474663260_615433977787663_689810210566447530_n.jpg?stp=c0.1.261.261a_dst-jpg_p261x260_tt6&_nc_cat=100&ccb=1-7&_nc_sid=247b10&_nc_ohc=2mKp_nXMyXgQ7kNvwH5FAKX&_nc_oc=Adni23JOeZFHQiSaV7mYfsmrZd86xzOQQWougKQIm8t3Hvxvzhz8YrOC2whzGZFIhXz1dh9yTdUffNX04HZggxq-&_nc_zt=23&_nc_ht=scontent-lax3-2.xx&_nc_gid=8iePOELBsIWrHZWpmJMlkg&oh=00_AfS9-tgq8UO6s0g8Pr5p3BGEgygDGNwFK-3f0FmYSflYKQ&oe=689139A2","N/A"
"Adult Electric Scooter (doesn't power on)","$70","Spring Valley","CA","2000705594005650","https://www.facebook.com/marketplace/item/2000705594005650","https://scontent-lax3-2.xx.fbcdn.net/v/t45.5328-4/524774734_1043118397807010_1901194988312496253_n.jpg?stp=c101.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=103&ccb=1-7&_nc_sid=247b10&_nc_ohc=jI1c2eVSReQQ7kNvwHlRbvS&_nc_oc=Adm9qoiM6P1JoPr6D_ZQG9BlQqj_tYQus4hsEXwCRnQVnh6uPhpBzVmTtNCC4k6hxBqLJz9dj2HFlOwSZT9nrHkU&_nc_zt=23&_nc_ht=scontent-lax3-2.xx&_nc_gid=8iePOELBsIWrHZWpmJMlkg&oh=00_AfTO6i_dOvWDrho8esh75mr1jc8RHJ9aHVIQd5c10-OxPg&oe=689113F4","N/A"
"Razor scooter","$15","Ramona","CA","1112436680947979","https://www.facebook.com/marketplace/item/1112436680947979","https://scontent-lax3-2.xx.fbcdn.net/v/t45.5328-4/508163620_703101929034694_5835987334100664415_n.jpg?stp=c0.152.261.261a_dst-jpg_p261x260_tt6&_nc_cat=100&ccb=1-7&_nc_sid=247b10&_nc_ohc=aKn0y3MQlG0Q7kNvwEdpubW&_nc_oc=Adm0nnYCORwwmfgFbiQgmQZqZ1UKqsNyVQmq3loRxLCw-m8zSXfzVAxXUsyxERUTcrhXnc1lF2mzU_KlG9zGZlTn&_nc_zt=23&_nc_ht=scontent-lax3-2.xx&_nc_gid=5KVxBeVqWcG5kZQFJYD0yA&oh=00_AfT8g6YHFIYxDf3uPnUBguP5tvgMb2PPCeIG7JY8cJJsaQ&oe=68912F2D","N/A"
"Razor Electric Scooters","$50","Ramona","CA","242583448875832","https://www.facebook.com/marketplace/item/242583448875832","https://scontent-lax3-2.xx.fbcdn.net/v/t45.5328-4/414552918_7531020716942930_3614025069912273801_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=106&ccb=1-7&_nc_sid=247b10&_nc_ohc=3X_lkTHE_88Q7kNvwFdhHog&_nc_oc=Adl5HybztIq8htH-S70Jy9UMCFX8Dia-hez9jakjXl6vBmP5FaVjRs-KZvruI0GDZkw2Q3x4fFEjQV4ilN0sSogY&_nc_zt=23&_nc_ht=scontent-lax3-2.xx&_nc_gid=5KVxBeVqWcG5kZQFJYD0yA&oh=00_AfSOni1lmk8g_pE457h6TPu_Cpb0p_fudhVdPn4P3olf2w&oe=6891183B","N/A"
"Moto","$100","Chula Vista","CA","1301809874692256","https://www.facebook.com/marketplace/item/1301809874692256","https://scontent-lax3-2.xx.fbcdn.net/v/t45.5328-4/522244187_1622095731821261_8231281166738014801_n.jpg?stp=c0.152.261.261a_dst-jpg_p261x260_tt6&_nc_cat=107&ccb=1-7&_nc_sid=247b10&_nc_ohc=LwAslWtonBcQ7kNvwEnHJMV&_nc_oc=Adn_SSZ9FD4vRLtaJitMIrPmQrSVgX4DXrnc9lH-leRX05i_SCgY0STXMY-nur6ilAhbze4YkDRuOfVhzocR9Al9&_nc_zt=23&_nc_ht=scontent-lax3-2.xx&_nc_gid=8iePOELBsIWrHZWpmJMlkg&oh=00_AfRs3siJNZs0di4mL-B32T37PRX_OwHz0faiYYaOSqDJQg&oe=689113C2","N/A"
"Scooters","$10","San Diego","CA","1170200964223092","https://www.facebook.com/marketplace/item/1170200964223092","https://scontent-lax3-1.xx.fbcdn.net/v/t45.5328-4/450941318_811803797766419_6501048853567526197_n.jpg?stp=c0.101.261.261a_dst-jpg_p261x260_tt6&_nc_cat=104&ccb=1-7&_nc_sid=247b10&_nc_ohc=_quKynT4ZnQQ7kNvwE7BWt0&_nc_oc=AdkHg9VHy0BiGsevj-xML6BmmeX8RbtZpt4YEy1_hd7Cv7pXtiq6v-lTi0HHHP8Tkd13XpYBnAOwEyPy9qN6pHVM&_nc_zt=23&_nc_ht=scontent-lax3-1.xx&_nc_gid=8iePOELBsIWrHZWpmJMlkg&oh=00_AfSNLVAXfe5twkxhBxhS-iZWpttaicbhSOMPbRu4xhRD2Q&oe=68910C8E","N/A"
"1 scooter bike,","$15","El Cajon","CA","1133482447930923","https://www.facebook.com/marketplace/item/1133482447930923","https://scontent-lax3-1.xx.fbcdn.net/v/t45.5328-4/436706544_772317261552911_6053794268539174783_n.jpg?stp=c0.151.261.261a_dst-jpg_p261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=247b10&_nc_ohc=kCvJw82vG98Q7kNvwGavBlB&_nc_oc=AdliOMXmuJGldEFbLdL9VbLF--egwuIStt1o5AGAKXyCB9ufA1iDnpDP2yve-hXskfAS8csEOm8UunpE9UEH8Lv4&_nc_zt=23&_nc_ht=scontent-lax3-1.xx&_nc_gid=8iePOELBsIWrHZWpmJMlkg&oh=00_AfR-DpidqeaYCRnwN65lpMzr9VWs1feATj3E_kakk8Sk2w&oe=68912C61","N/A"
"Electric scooter & mobility scooter ( repair )","$45","Spring Valley","CA","737221632290120","https://www.facebook.com/marketplace/item/737221632290120","https://scontent-lax3-1.xx.fbcdn.net/v/t45.5328-4/473216984_3677881662509206_5207519642392242095_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=247b10&_nc_ohc=XxR4yQ3TGrMQ7kNvwHNH1_O&_nc_oc=Adl46OFVhyXrNDlv25eBZetpJUCHOYw5l6uWQyGaHdb-MgJ47ldQH3zWgzl6j2skXK5sE-HeO2n2AK6LGca5d-7u&_nc_zt=23&_nc_ht=scontent-lax3-1.xx&_nc_gid=5KVxBeVqWcG5kZQFJYD0yA&oh=00_AfRBOuVzeZTDONYlVGUu_CaRZx3IQklPNQS33rvCvYKjXA&oe=689112F8","N/A"
"Scooters","$20","Encinitas","CA","702383992803837","https://www.facebook.com/marketplace/item/702383992803837","https://scontent-lax3-2.xx.fbcdn.net/v/t45.5328-4/523120981_2432898383777491_5910133223039659302_n.jpg?stp=c152.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=111&ccb=1-7&_nc_sid=247b10&_nc_ohc=jmiaanWkk8EQ7kNvwF5Rcy6&_nc_oc=AdmOR1MeONHE2FdQmayoOCjWSpQcvSv8itM3GL-roJ2kKR7wmM_yMH9sPrTuHV73RutakX2xLLmR8_-LH-9D_4ML&_nc_zt=23&_nc_ht=scontent-lax3-2.xx&_nc_gid=5KVxBeVqWcG5kZQFJYD0yA&oh=00_AfSq-1pM69oM1NEtXAFI50pXTSB2Ja99j9aXr_i97YtnnA&oe=6891208B","N/A"
